MICS_CO,MICS_NH,MICS_NO,BME_RAW_ADC,BME_REAL_ADC,SCD_CO2,SCD_TEMP,SCD_HUM,MQ5_VOLTAGE_MV,MQ5_GAS_DETECTED,label
97,22,31,201589,251613,485,25,41,830,0,C_fire
81,21,29,201842,251198,465,25,40,837,0,C_fire
67,21,29,201618,251103,455,25,39,821,0,C_fire
55,21,30,201725,251284,455,26,40,811,0,C_fire
80,23,31,201823,251000,455,25,40,805,0,C_fire
76,21,29,201813,251364,492,25,40,840,0,C_fire
85,21,30,201781,252007,507,25,40,816,0,C_fire
93,21,29,201708,251927,535,25,39,825,0,C_fire
144,22,29,201966,252867,605,27,41,823,0,C_fire
151,22,30,202212,253276,647,26,39,867,0,C_fire
177,23,31,202522,254485,699,27,39,861,0,C_fire
192,23,30,202772,254703,791,28,39,889,0,C_fire
277,24,31,202949,256752,897,27,41,914,0,C_fire
332,22,31,203478,257877,961,27,41,924,0,C_fire
329,24,32,203840,259019,1054,29,42,941,0,C_fire
419,24,32,204143,260488,1199,28,42,979,0,C_fire
477,25,32,204436,261769,1343,31,40,1013,0,C_fire
509,23,33,204652,263809,1425,30,41,1028,0,C_fire
564,26,33,205053,265645,1571,32,41,1034,0,C_fire
588,25,35,205514,266605,1654,31,40,1081,0,C_fire
676,24,35,206184,268572,1864,34,40,1089,0,C_fire
759,26,34,206334,270588,1962,34,41,1134,1,C_fire
787,25,34,207223,272571,2115,35,41,1162,1,C_fire
890,28,36,207648,274145,2256,37,43,1172,1,C_fire
932,27,36,207971,275822,2424,36,42,1237,1,C_fire
1025,26,36,208408,278541,2619,37,43,1238,1,C_fire
1075,29,38,209267,281135,2811,39,41,1305,1,C_fire
1101,29,36,209266,282259,2876,41,43,1319,1,C_fire
1237,30,37,210262,284782,3106,40,43,1351,1,C_fire
1233,30,39,210259,286648,3218,41,44,1363,1,C_fire
1298,30,38,211058,288130,3345,43,42,1410,1,C_fire
1381,31,38,211536,290631,3587,44,44,1447,1,C_fire
1446,29,41,211889,292375,3713,43,42,1480,1,C_fire
1449,30,40,212006,293378,3741,46,43,1501,1,C_fire
1583,30,39,212752,295707,3948,46,44,1519,1,C_fire
1628,32,41,213025,296987,4082,48,45,1563,1,C_fire
1726,33,42,213661,300215,4294,47,43,1610,1,C_fire
1783,32,41,214372,302068,4438,47,44,1640,1,C_fire
1825,32,43,214749,302590,4482,50,43,1658,1,C_fire
1828,33,43,215027,304146,4621,49,45,1668,1,C_fire
1913,32,44,214992,305042,4664,50,45,1674,1,C_fire
1923,32,42,215493,305916,4713,50,46,1702,1,C_fire
1957,32,43,215974,307537,4839,52,45,1704,1,C_fire
1963,32,42,215418,306945,4826,53,46,1709,1,C_fire
2037,35,45,215845,308328,4929,52,46,1750,1,C_fire
2084,34,43,216368,309045,5013,53,46,1754,1,C_fire
2106,35,45,216326,310619,5092,52,44,1760,1,C_fire
2081,33,44,216266,309605,5020,53,44,1738,1,C_fire
2159,33,44,216868,311248,5161,54,44,1804,1,C_fire
2241,33,43,217199,312709,5244,54,46,1812,1,C_fire
49,23,31,201370,251012,447,26,41,805,0,normal
48,23,31,201396,250997,447,26,40,798,0,normal
47,21,32,201327,251001,438,26,40,799,0,normal
47,23,32,201328,250927,443,26,41,804,0,normal
50,22,32,201382,250976,436,26,40,806,0,normal
49,21,31,201229,251019,439,27,41,804,0,normal
51,23,30,201250,250919,445,25,40,798,0,normal
51,23,31,201341,250924,439,25,40,795,0,normal
49,21,31,201319,250943,445,25,41,806,0,normal
52,22,32,201278,251045,444,26,41,804,0,normal
50,21,30,201133,250936,439,26,39,801,0,normal
49,22,31,201146,250922,443,25,39,802,0,normal
49,20,30,201235,250920,446,26,39,803,0,normal
49,20,31,201343,251109,447,25,40,809,0,normal
52,20,29,201140,251125,439,25,40,808,0,normal
52,22,31,201219,251020,443,25,40,803,0,normal
48,22,29,201206,251001,448,25,39,809,0,normal
50,21,31,201134,251101,446,25,39,799,0,normal
50,20,29,201192,251011,442,26,40,809,0,normal
53,22,31,201225,251165,443,25,39,807,0,normal
52,21,31,201166,251106,444,25,40,804,0,normal
53,21,29,201097,250989,442,25,40,807,0,normal
50,21,31,201066,251170,446,26,40,810,0,normal
53,22,30,201255,251005,444,26,40,812,0,normal
49,20,30,201299,251059,448,26,40,804,0,normal
52,22,31,201277,251098,445,25,40,812,0,normal
53,22,30,201233,251129,453,25,39,813,0,normal
54,20,30,201318,251078,446,25,39,809,0,normal
50,21,30,201142,251098,444,25,39,804,0,normal
50,20,30,201178,251054,446,25,39,804,0,normal
51,21,30,201270,251122,457,25,40,810,0,normal
53,22,30,201198,251169,448,25,39,809,0,normal
52,21,29,201269,251169,447,25,39,804,0,normal
51,21,28,201222,251195,448,25,39,812,0,normal
50,21,28,201203,251231,451,25,39,811,0,normal
53,22,30,201185,251253,453,26,40,809,0,normal
54,21,28,201226,251304,458,26,39,810,0,normal
52,20,28,201210,251123,452,25,39,806,0,normal
52,20,30,201140,251109,459,24,39,814,0,normal
52,20,30,201322,251251,457,25,39,812,0,normal
53,21,29,201215,251166,454,24,39,810,0,normal
52,20,29,201243,251217,450,24,39,814,0,normal
52,21,29,201185,251237,458,24,40,807,0,normal
53,21,29,201309,251184,457,25,39,818,0,normal
53,20,30,201313,251309,461,25,39,819,0,normal
51,22,29,201352,251088,452,24,39,819,0,normal
55,21,30,201393,251063,457,24,39,815,0,normal
54,22,30,201446,251130,454,24,39,812,0,normal
54,22,29,201366,251132,451,25,39,817,0,normal
53,20,29,201285,251126,449,25,39,817,0,normal
102,21,30,201413,251258,463,26,41,805,0,K_fire
91,21,30,201435,251548,460,25,39,816,0,K_fire
98,23,32,201858,251574,463,26,40,815,0,K_fire
55,21,32,201568,251000,460,25,41,805,0,K_fire
72,22,32,201778,251000,464,26,40,809,0,K_fire
83,22,31,201726,251045,457,25,39,805,0,K_fire
88,22,30,201637,251425,492,25,41,836,0,K_fire
122,22,30,201779,252245,522,26,39,844,0,K_fire
145,22,30,201973,252520,579,27,39,824,0,K_fire
139,22,33,202403,253606,666,25,40,848,0,K_fire
161,24,33,202550,254306,741,27,39,879,0,K_fire
220,24,32,202744,255566,832,26,41,899,0,K_fire
285,22,33,203126,256672,893,29,39,901,0,K_fire
352,22,34,203167,258072,1027,30,40,896,0,K_fire
392,24,32,203509,259671,1098,28,39,930,0,K_fire
455,24,34,204117,260774,1259,31,41,950,0,K_fire
445,23,34,204248,261976,1324,30,40,954,0,K_fire
514,25,35,204927,264005,1482,31,41,1016,0,K_fire
564,25,36,205408,266079,1612,33,40,1002,0,K_fire
637,26,34,206063,268034,1801,35,40,1040,0,K_fire
704,27,35,206510,270290,1944,35,40,1082,0,K_fire
832,25,35,206787,272838,2141,36,42,1108,0,K_fire
872,26,36,207187,274048,2243,37,42,1126,0,K_fire
917,28,38,207636,275706,2407,37,42,1152,0,K_fire
1025,27,38,208107,278540,2591,40,42,1173,0,K_fire
1104,27,40,208929,280102,2781,41,42,1219,1,K_fire
1093,29,40,209524,282356,2911,42,42,1241,1,K_fire
1217,30,40,210131,285007,3094,43,41,1283,1,K_fire
1294,29,41,210634,287357,3281,43,43,1305,1,K_fire
1317,29,41,210877,287999,3329,45,43,1328,1,K_fire
1344,31,41,211175,289786,3506,46,43,1341,1,K_fire
1496,30,42,212171,294047,3806,48,41,1408,1,K_fire
1532,32,44,212280,294550,3884,47,43,1421,1,K_fire
1611,32,43,212868,297390,4077,50,42,1463,1,K_fire
1663,32,45,213216,298559,4148,50,43,1458,1,K_fire
1730,32,43,213931,302000,4424,50,42,1515,1,K_fire
1764,32,45,214445,302835,4546,53,41,1551,1,K_fire
1821,33,45,214276,303296,4519,54,42,1548,1,K_fire
1873,32,46,214828,304637,4642,54,43,1571,1,K_fire
1978,33,45,215867,307734,4890,56,43,1592,1,K_fire
1997,33,45,216300,309392,5055,56,42,1629,1,K_fire
2022,34,48,216023,310332,5086,57,44,1619,1,K_fire
2137,34,47,216687,312766,5295,56,43,1691,1,K_fire
2128,34,47,216999,313065,5275,56,44,1669,1,K_fire
2209,34,46,217184,314535,5412,58,44,1685,1,K_fire
2198,36,47,217035,314101,5404,59,42,1699,1,K_fire
2248,35,47,217616,315011,5483,58,44,1699,1,K_fire
2278,34,48,217257,315085,5437,58,42,1715,1,K_fire
2288,35,48,217229,314462,5420,59,42,1703,1,K_fire
2301,34,47,217558,315211,5495,58,42,1693,1,K_fire
95,23,31,201703,251294,453,25,41,815,0,B_fire
68,22,29,201555,251255,489,25,41,813,0,B_fire
55,21,29,201780,251252,477,26,41,819,0,B_fire
95,23,29,201735,251000,455,26,40,815,0,B_fire
89,22,30,201443,251396,455,26,41,805,0,B_fire
94,21,31,201480,251409,492,25,41,805,0,B_fire
63,22,29,201866,251401,498,25,40,805,0,B_fire
80,22,29,201718,251554,535,25,39,805,0,B_fire
134,21,31,201702,252610,574,25,41,807,0,B_fire
146,24,31,202032,253404,597,25,40,840,0,B_fire
170,22,32,202204,253706,667,27,39,826,0,B_fire
170,22,32,202357,254434,709,28,40,839,0,B_fire
220,24,31,202678,256050,808,28,42,862,0,B_fire
269,23,32,202957,257278,909,28,40,890,0,B_fire
312,25,33,203293,257850,976,27,40,886,0,B_fire
329,26,33,203626,259928,1081,30,42,920,0,B_fire
387,24,34,203441,260539,1149,30,40,929,0,B_fire
436,27,33,204127,262691,1299,31,42,941,0,B_fire
460,27,34,204280,263951,1399,31,42,971,0,B_fire
549,27,33,204774,265667,1526,32,43,982,0,B_fire
576,26,35,205027,266633,1601,32,42,978,0,B_fire
627,28,35,205286,268816,1723,34,43,1010,0,B_fire
699,28,35,205621,271108,1893,33,43,1029,0,B_fire
747,30,38,206056,272357,1992,33,43,1043,0,B_fire
766,29,37,206528,273754,2142,36,44,1096,0,B_fire
860,30,38,207048,276141,2289,37,43,1120,0,B_fire
907,32,38,207308,277572,2403,37,43,1129,0,B_fire
974,31,38,207900,280074,2572,38,44,1130,0,B_fire
979,33,40,208003,281430,2653,38,43,1145,1,B_fire
1038,32,40,208523,283248,2786,39,45,1171,1,B_fire
1138,34,39,208708,285367,2934,39,45,1192,1,B_fire
1179,34,40,209397,287401,3114,40,46,1219,1,B_fire
1181,34,41,209437,288287,3194,42,45,1238,1,B_fire
1299,34,42,210006,290463,3335,42,46,1276,1,B_fire
1334,34,42,210076,291504,3458,44,47,1292,1,B_fire
1388,36,43,210766,293743,3591,44,47,1324,1,B_fire
1392,37,43,210775,294768,3611,45,46,1309,1,B_fire
1487,38,43,211502,297623,3885,44,48,1350,1,B_fire
1532,38,45,211656,298376,3892,45,48,1349,1,B_fire
1554,39,45,211884,300134,4006,47,47,1370,1,B_fire
1647,37,46,212407,301412,4177,47,46,1396,1,B_fire
1611,40,46,212206,301356,4159,48,47,1407,1,B_fire
1668,38,46,212618,302981,4253,47,48,1423,1,B_fire
1704,40,47,212550,303018,4263,47,47,1419,1,B_fire
1785,39,46,213209,305291,4426,48,47,1432,1,B_fire
1702,40,48,212837,303855,4327,49,47,1414,1,B_fire
1781,40,47,212968,305616,4447,48,49,1456,1,B_fire
1806,41,48,213332,305850,4472,50,49,1438,1,B_fire
1748,39,48,213038,304569,4390,50,47,1456,1,B_fire
1836,41,48,213313,307225,4569,48,47,1460,1,B_fire
62,22,30,201815,251474,472,26,41,826,0,B_fire
67,21,31,201737,251000,492,25,39,828,0,B_fire
58,23,31,201755,251097,453,26,40,807,0,B_fire
89,22,31,201394,251000,478,26,41,805,0,B_fire
55,21,31,201767,251176,452,26,39,805,0,B_fire
59,21,30,201663,251143,478,25,41,811,0,B_fire
97,21,30,201711,251278,516,25,41,817,0,B_fire
71,22,29,201798,252113,508,26,41,810,0,B_fire
102,22,30,201715,252103,578,27,39,829,0,B_fire
113,22,31,201900,253231,631,26,40,838,0,B_fire
169,22,32,202384,253714,685,27,41,853,0,B_fire
199,23,31,202214,254859,734,28,41,853,0,B_fire
196,23,31,202786,255726,844,26,42,883,0,B_fire
257,24,32,202880,257143,884,29,41,895,0,B_fire
319,25,32,203045,257997,998,28,41,901,0,B_fire
364,24,34,203252,259762,1088,28,42,916,0,B_fire
381,24,32,203797,261246,1180,28,42,921,0,B_fire
436,26,34,203825,262689,1290,31,43,956,0,B_fire
477,27,33,204485,264151,1435,31,41,982,0,B_fire
506,28,36,204827,266176,1559,33,43,982,0,B_fire
575,29,34,205099,268103,1701,33,43,1008,0,B_fire
640,27,35,205685,269738,1820,34,43,1029,0,B_fire
695,28,37,205639,270961,1948,34,44,1029,0,B_fire
735,28,36,206106,273389,2101,36,44,1086,0,B_fire
805,30,39,206607,275177,2226,36,44,1104,0,B_fire
815,31,37,206751,276145,2299,37,43,1093,0,B_fire
955,32,40,207675,279162,2524,36,43,1137,0,B_fire
924,33,39,207556,280365,2561,38,44,1139,0,B_fire
989,33,41,208356,282381,2749,40,43,1187,1,B_fire
1099,34,42,208367,284117,2880,41,46,1179,1,B_fire
1149,35,41,209050,285567,2985,41,44,1204,1,B_fire
1195,33,43,209427,287666,3102,40,46,1216,1,B_fire
1263,36,41,209662,289782,3295,41,45,1265,1,B_fire
1278,36,43,210253,290956,3366,42,45,1283,1,B_fire
1395,37,42,210668,293505,3572,45,47,1292,1,B_fire
1418,38,45,210799,294751,3620,44,45,1317,1,B_fire
1484,37,44,211629,297804,3841,45,47,1347,1,B_fire
1571,37,44,211577,298517,3916,46,47,1364,1,B_fire
1576,37,45,211685,299467,3977,46,46,1363,1,B_fire
1639,40,46,212205,300538,4065,47,46,1397,1,B_fire
1643,38,46,212249,301235,4133,47,47,1407,1,B_fire
1698,38,48,212285,302460,4226,47,46,1404,1,B_fire
1801,40,47,213196,305078,4405,48,47,1452,1,B_fire
1770,40,48,212932,304665,4380,49,49,1451,1,B_fire
1810,41,46,212817,305373,4410,48,48,1434,1,B_fire
1873,40,49,213366,307384,4589,49,48,1475,1,B_fire
1849,40,48,213374,306578,4556,50,48,1476,1,B_fire
1849,40,48,213271,306516,4553,49,48,1447,1,B_fire
1896,42,47,213310,306793,4534,51,48,1447,1,B_fire
1926,40,47,213648,308398,4617,50,49,1493,1,B_fire
62,23,31,201504,251348,457,25,40,805,0,C_fire
75,23,30,201657,251305,469,25,40,813,0,C_fire
55,23,30,201629,251184,453,26,39,807,0,C_fire
77,21,30,201511,251607,452,25,39,821,0,C_fire
72,21,30,201714,251671,496,25,41,837,0,C_fire
71,23,30,201950,251625,488,25,40,829,0,C_fire
68,22,30,201810,252012,492,25,40,825,0,C_fire
93,21,31,201870,252118,519,25,41,827,0,C_fire
120,21,29,202101,252402,595,26,41,834,0,C_fire
162,23,31,202450,253601,662,26,39,858,0,C_fire
199,22,31,202413,254153,709,27,39,867,0,C_fire
217,23,30,202584,255101,778,27,41,881,0,C_fire
261,23,30,202828,256741,888,28,39,911,0,C_fire
301,22,31,203385,258039,971,29,42,919,0,C_fire
374,24,31,203729,259599,1087,29,40,961,0,C_fire
395,25,33,203970,260426,1198,28,40,972,0,C_fire
460,25,33,204558,262048,1325,29,41,994,0,C_fire
503,26,33,204927,264103,1463,30,41,1019,0,C_fire
535,25,32,205083,265508,1614,32,42,1049,0,C_fire
655,25,33,205859,267180,1714,34,41,1070,0,C_fire
652,25,35,206342,269160,1892,32,40,1125,1,C_fire
760,26,36,206711,270769,1976,34,42,1131,1,C_fire
839,26,34,207354,272769,2197,35,43,1164,1,C_fire
845,28,35,207744,275133,2344,37,42,1208,1,C_fire
941,26,35,208097,277290,2494,38,42,1223,1,C_fire
985,28,36,208617,278676,2624,37,43,1271,1,C_fire
1068,28,38,209234,281890,2824,39,41,1292,1,C_fire
1147,28,39,210001,283365,3018,39,44,1331,1,C_fire
1189,28,38,210133,285996,3164,41,43,1357,1,C_fire
1311,31,40,211105,287865,3325,42,44,1405,1,C_fire
1371,30,38,211118,289352,3430,44,42,1433,1,C_fire
1466,30,40,211763,292443,3669,45,44,1480,1,C_fire
1484,32,39,212033,292765,3740,45,44,1496,1,C_fire
1510,31,41,212597,294376,3829,47,43,1507,1,C_fire
1652,32,40,213004,296839,4044,46,44,1549,1,C_fire
1638,32,41,213547,298039,4093,47,43,1558,1,C_fire
1706,33,42,213899,300112,4275,47,45,1598,1,C_fire
1794,33,41,214438,301321,4368,50,45,1611,1,C_fire
1821,34,43,214505,302726,4486,49,44,1625,1,C_fire
1922,33,42,215082,305503,4692,51,44,1693,1,C_fire
1994,34,42,215558,307451,4874,50,43,1723,1,C_fire
2058,34,45,215860,308029,4932,51,44,1750,1,C_fire
2113,35,45,216594,309947,5113,52,44,1768,1,C_fire
2110,33,44,216249,310171,5066,53,45,1742,1,C_fire
2128,34,45,216263,309583,5057,54,46,1748,1,C_fire
2204,36,46,216649,311090,5131,53,45,1761,1,C_fire
2205,34,46,216742,312275,5225,53,45,1792,1,C_fire
2218,35,44,216780,311477,5157,55,45,1791,1,C_fire
2236,36,44,216900,312706,5275,54,46,1814,1,C_fire
2259,34,45,217216,312986,5317,53,46,1835,1,C_fire
66,21,30,201234,251192,450,25,39,805,0,A_fire
72,21,31,201500,251000,451,25,40,815,0,A_fire
63,21,31,201505,251451,469,25,40,815,0,A_fire
83,23,30,201406,251441,450,25,39,819,0,A_fire
84,21,31,201233,251521,450,25,41,805,0,A_fire
55,22,30,201668,251350,464,25,41,805,0,A_fire
55,21,31,201672,251833,515,25,40,830,0,A_fire
66,23,31,201514,251707,519,25,41,832,0,A_fire
127,21,30,201890,253128,573,25,40,845,0,A_fire
124,22,32,202054,253271,667,26,39,832,0,A_fire
182,23,30,202009,254545,714,27,39,865,0,A_fire
197,22,30,202321,255398,836,28,41,879,0,A_fire
285,22,32,202569,257240,946,27,39,866,0,A_fire
333,23,33,202982,258034,1013,27,39,883,0,A_fire
388,23,33,203223,259766,1146,28,41,917,0,A_fire
411,24,31,203592,261282,1288,31,42,929,0,A_fire
486,25,32,203961,263519,1461,31,41,942,0,A_fire
568,25,34,204089,264384,1563,31,40,990,0,A_fire
670,26,35,204806,266885,1781,31,40,992,0,A_fire
699,26,35,205068,269119,1899,34,40,1031,0,A_fire
793,27,35,205451,271199,2074,35,40,1045,0,A_fire
853,27,36,206049,272983,2274,36,41,1067,0,A_fire
951,27,36,206372,275793,2420,37,41,1101,0,A_fire
983,29,36,206635,276350,2524,36,42,1124,0,A_fire
1066,28,38,207266,279747,2797,38,41,1141,0,A_fire
1125,29,36,207765,281277,2878,38,41,1156,0,A_fire
1268,29,38,208239,284009,3135,42,42,1192,0,A_fire
1320,29,39,208777,286518,3335,42,41,1235,1,A_fire
1389,31,38,209058,287881,3427,44,43,1238,1,A_fire
1490,30,38,209596,291484,3737,44,41,1298,1,A_fire
1575,31,39,210022,292346,3790,45,42,1285,1,A_fire
1603,33,40,210308,295100,3998,47,44,1336,1,A_fire
1705,32,40,210833,296345,4144,46,43,1353,1,A_fire
1807,32,40,211526,299653,4431,48,43,1401,1,A_fire
1887,34,42,211995,301269,4515,49,42,1389,1,A_fire
2002,34,42,212313,303479,4724,51,43,1419,1,A_fire
1997,34,44,212474,304288,4824,52,44,1454,1,A_fire
2144,34,42,212879,306770,4957,51,42,1474,1,A_fire
2158,35,44,212891,307395,5022,52,43,1479,1,A_fire
2261,37,43,213636,309562,5229,53,42,1509,1,A_fire
2369,36,43,214333,312775,5479,54,43,1553,1,A_fire
2402,37,46,214286,313527,5515,54,44,1549,1,A_fire
2449,36,44,214655,314941,5626,54,44,1544,1,A_fire
2460,36,45,214731,314382,5595,56,44,1560,1,A_fire
2480,37,45,214600,315841,5682,57,43,1554,1,A_fire
2572,39,46,214787,316451,5766,55,44,1566,1,A_fire
2596,37,45,215300,317090,5842,56,45,1605,1,A_fire
2577,37,45,215190,317778,5905,58,43,1602,1,A_fire
2631,39,46,215599,318755,5983,58,44,1604,1,A_fire
2631,38,46,215108,317810,5860,56,45,1612,1,A_fire
54,22,28,201285,251215,451,25,40,810,0,normal
53,21,29,201283,251242,455,24,40,816,0,normal
52,21,29,201375,251185,456,24,39,817,0,normal
53,22,30,201369,251140,460,24,40,816,0,normal
52,22,29,201437,251128,459,24,40,818,0,normal
54,22,29,201555,250999,449,24,40,812,0,normal
53,20,28,201424,251103,452,24,39,808,0,normal
53,20,28,201504,251187,461,25,40,817,0,normal
51,22,30,201499,251158,459,25,40,817,0,normal
52,21,30,201505,251154,456,24,41,816,0,normal
52,22,28,201423,250941,453,25,40,815,0,normal
54,23,30,201498,250919,450,24,40,809,0,normal
53,23,29,201471,251057,455,24,40,815,0,normal
52,23,28,201505,250932,451,24,40,809,0,normal
53,23,30,201531,251082,458,24,40,807,0,normal
55,22,29,201568,250935,454,24,41,815,0,normal
52,23,28,201603,251027,458,24,40,808,0,normal
52,21,30,201539,250888,454,25,41,813,0,normal
52,23,28,201581,250857,454,24,40,813,0,normal
50,22,29,201634,250828,450,24,40,813,0,normal
50,23,30,201680,250988,452,24,41,816,0,normal
51,22,29,201456,250940,454,25,41,805,0,normal
53,22,30,201580,250818,448,24,41,815,0,normal
53,22,28,201583,250950,449,25,41,805,0,normal
53,22,28,201628,250723,450,24,40,805,0,normal
51,21,30,201736,250899,450,24,41,808,0,normal
54,22,29,201690,250866,448,24,41,806,0,normal
54,23,29,201517,250726,457,24,40,805,0,normal
54,21,29,201597,250850,448,24,41,810,0,normal
49,23,30,201695,250710,445,25,41,804,0,normal
52,24,30,201726,250656,447,24,41,803,0,normal
51,22,30,201768,250745,450,24,40,811,0,normal
52,23,30,201571,250768,455,24,40,802,0,normal
51,22,29,201668,250652,447,25,42,807,0,normal
50,22,28,201656,250668,456,24,41,810,0,normal
53,22,28,201617,250711,444,24,41,805,0,normal
50,23,28,201567,250650,452,24,41,808,0,normal
51,22,30,201706,250650,453,24,42,813,0,normal
52,23,28,201822,250650,444,24,42,803,0,normal
52,23,30,201757,250650,444,25,41,803,0,normal
50,22,28,201701,250650,453,24,42,805,0,normal
52,22,28,201755,250650,451,24,42,809,0,normal
49,23,29,201633,250763,445,24,41,801,0,normal
53,24,28,201860,250681,451,24,42,806,0,normal
52,22,28,201741,250669,447,25,41,807,0,normal
49,22,28,201911,250676,448,24,42,812,0,normal
52,22,29,201640,250779,452,25,41,810,0,normal
50,24,30,201780,250790,447,24,41,804,0,normal
51,24,30,201712,250650,450,24,41,804,0,normal
53,24,28,201817,250687,453,24,42,810,0,normal
100,22,31,201743,251000,468,25,40,829,0,K_fire
60,23,32,201526,251000,483,25,39,815,0,K_fire
108,22,31,201634,251448,469,25,41,813,0,K_fire
104,21,31,201444,251190,450,25,41,835,0,K_fire
106,21,32,201737,251000,450,25,39,817,0,K_fire
89,22,31,201854,251048,472,26,41,836,0,K_fire
60,22,30,201849,251860,483,25,41,834,0,K_fire
123,21,30,201969,252450,554,25,41,826,0,K_fire
128,22,30,202120,252760,578,26,41,856,0,K_fire
145,21,31,202151,253668,635,27,39,866,0,K_fire
220,23,31,202441,254179,728,27,41,882,0,K_fire
256,24,32,202565,255253,815,27,40,867,0,K_fire
282,23,34,203126,257098,913,27,41,877,0,K_fire
352,23,32,203386,258648,1002,28,41,923,0,K_fire
386,25,34,203731,259293,1119,29,41,923,0,K_fire
446,24,35,204009,260945,1233,30,40,962,0,K_fire
471,25,35,204409,262920,1386,32,40,971,0,K_fire
530,25,36,204726,264670,1519,32,40,999,0,K_fire
627,24,35,205599,266696,1651,33,42,1015,0,K_fire
673,26,35,205791,268852,1814,33,41,1046,0,K_fire
759,26,37,206345,270952,2005,36,42,1095,0,K_fire
810,26,36,206875,272699,2135,35,42,1113,0,K_fire
882,28,38,207406,274264,2255,36,41,1134,0,K_fire
958,26,37,208104,277096,2495,39,41,1170,0,K_fire
992,28,38,208509,279171,2625,39,42,1208,1,K_fire
1103,27,38,209296,281527,2834,41,40,1245,1,K_fire
1132,28,40,209807,283740,3006,41,41,1284,1,K_fire
1214,30,40,209748,285046,3097,44,42,1296,1,K_fire
1291,29,42,210670,287275,3279,45,41,1330,1,K_fire
1410,30,42,211463,290117,3527,44,41,1379,1,K_fire
1414,31,41,211667,291864,3618,47,41,1375,1,K_fire
1543,30,42,212360,294487,3870,48,42,1405,1,K_fire
1592,33,44,212487,295474,3955,48,43,1418,1,K_fire
1639,32,44,213320,298729,4164,49,42,1464,1,K_fire
1778,32,45,213829,301154,4372,50,43,1495,1,K_fire
1791,33,44,214090,301260,4400,53,43,1515,1,K_fire
1880,34,44,214741,303552,4567,54,43,1569,1,K_fire
1943,35,46,215114,305565,4730,53,42,1575,1,K_fire
1988,33,46,215715,307601,4874,55,44,1588,1,K_fire
2025,34,48,215923,308508,4919,56,42,1593,1,K_fire
2095,34,48,216449,310685,5145,55,43,1643,1,K_fire
2136,35,48,216119,311042,5135,56,42,1631,1,K_fire
2278,36,49,217341,314625,5385,57,43,1707,1,K_fire
2258,36,48,217166,313116,5309,57,44,1683,1,K_fire
2354,35,48,217615,316760,5614,58,44,1711,1,K_fire
2335,35,50,217253,315099,5440,59,42,1715,1,K_fire
2362,37,50,217523,315744,5542,59,43,1731,1,K_fire
2416,35,50,218022,317926,5711,60,43,1738,1,K_fire
2331,35,49,217756,315912,5557,59,42,1712,1,K_fire
2378,35,48,217619,316117,5581,59,42,1744,1,K_fire
81,22,30,201641,251452,450,26,39,824,0,B_fire
55,22,29,201402,251000,476,25,39,805,0,B_fire
55,21,29,201558,251000,477,25,39,812,0,B_fire
55,22,29,201409,251000,473,26,40,805,0,B_fire
58,22,29,201555,251000,480,25,39,805,0,B_fire
76,23,30,201562,251055,472,25,39,809,0,B_fire
85,22,30,201744,251441,505,25,39,805,0,B_fire
103,23,31,201958,251799,524,25,41,809,0,B_fire
99,21,29,201774,252590,565,27,41,836,0,B_fire
114,24,30,202175,253312,632,25,40,850,0,B_fire
167,22,30,202185,254154,685,27,40,862,0,B_fire
183,23,32,202227,254710,753,26,40,873,0,B_fire
234,23,32,202596,255922,838,28,40,858,0,B_fire
248,24,33,203038,257577,907,27,42,885,0,B_fire
298,25,33,203319,258289,1006,29,40,906,0,B_fire
333,26,33,203634,260083,1107,30,42,931,0,B_fire
402,27,32,203761,261795,1257,31,40,923,0,B_fire
434,26,34,204347,263314,1355,29,42,939,0,B_fire
514,28,34,204745,264818,1472,32,43,955,0,B_fire
528,26,36,204904,266312,1594,31,42,978,0,B_fire
605,29,37,205359,268488,1731,32,43,1005,0,B_fire
621,27,36,205386,269510,1851,33,43,1013,0,B_fire
722,30,36,206090,271733,1954,34,44,1047,0,B_fire
755,30,37,206520,273708,2121,34,43,1060,0,B_fire
844,29,38,206839,275338,2238,36,44,1100,0,B_fire
883,32,39,207434,277853,2397,37,43,1115,0,B_fire
948,32,39,207811,279732,2577,39,45,1164,1,B_fire
1045,33,39,208251,282032,2743,37,44,1173,1,B_fire
1066,34,39,208485,282981,2802,38,44,1170,1,B_fire
1118,35,40,208581,284410,2926,41,46,1205,1,B_fire
1224,34,43,209503,288208,3150,41,46,1240,1,B_fire
1308,34,42,209559,289565,3279,41,45,1255,1,B_fire
1334,35,44,210253,291228,3411,44,44,1283,1,B_fire
1437,35,45,210636,293588,3570,42,46,1316,1,B_fire
1459,36,45,210945,295263,3696,44,45,1343,1,B_fire
1539,36,45,211478,296770,3790,46,45,1338,1,B_fire
1560,37,44,211464,297345,3831,45,47,1338,1,B_fire
1614,39,47,211803,299384,3974,45,47,1378,1,B_fire
1639,39,45,212136,299790,4050,47,48,1374,1,B_fire
1707,40,46,212585,302251,4231,49,46,1414,1,B_fire
1746,40,48,212741,303682,4298,48,46,1422,1,B_fire
1805,39,47,212700,304339,4327,48,47,1435,1,B_fire
1780,40,48,213078,304743,4386,48,46,1433,1,B_fire
1890,40,49,213410,307389,4610,50,49,1473,1,B_fire
1921,41,48,213660,309103,4704,50,47,1503,1,B_fire
